0,1
prednisone,187
methotrexate,136
dexamethasone,130
cyclophosphamide,123
doxycycline,122
ciprofloxacin,110
triamcinolone,107
ibuprofen,98
gabapentin,96
naproxen,93
metronidazole,83
diclofenac,82
sertraline,81
ketoconazole,79
clonazepam,78
aspirin,77
fluoxetine,77
levofloxacin,75
venlafaxine,72
azithromycin,71
amitriptyline,70
citalopram,69
sulfamethoxazole / trimethoprim,68
duloxetine,68
risperidone,67
fluconazole,65
erythromycin,63
amoxicillin,62
azathioprine,62
ofloxacin,62
quetiapine,61
clindamycin,60
amoxicillin / clavulanate,60
cefuroxime,59
ceftriaxone,58
olanzapine,58
terbinafine,58
clarithromycin,57
diazepam,55
doxorubicin,55
paroxetine,55
bevacizumab,55
itraconazole,51
clonidine,50
aripiprazole,50
miconazole,50
minocycline,49
hydrocortisone,49
vincristine,49
topiramate,48
bupropion,48
propranolol,47
metoprolol,46
escitalopram,46
clotrimazole,45
nabumetone,43
cephalexin,43
fluorouracil,43
penicillin g potassium,41
pregabalin,41
baclofen,41
vancomycin,41
rosuvastatin,41
lorazepam,40
carbamazepine,40
moxifloxacin,39
lansoprazole,38
acetaminophen,38
infliximab,38
griseofulvin,38
lamotrigine,38
atenolol,37
ranitidine,37
divalproex sodium,37
tetracycline,36
capecitabine,36
diphenhydramine,36
onabotulinumtoxinA,36
oxcarbazepine,35
nivolumab,35
everolimus,35
clobetasol,35
albendazole,35
pembrolizumab,35
simvastatin,35
acyclovir,35
atorvastatin,34
cefdinir,33
amphotericin b,33
ciclopirox,33
nortriptyline,33
medroxyprogesterone,32
cefotaxime,32
omeprazole,32
cytarabine,32
lidocaine,32
lithium,32
pravastatin,32
famotidine,31
penicillin g sodium,31
amantadine,31
rituximab,31
spironolactone,29
cortisone,29
interferon alfa-2b,29
trazodone,29
mycophenolate mofetil,29
paliperidone,29
gentamicin,29
dactinomycin,29
clozapine,29
fluvoxamine,28
cisplatin,28
mirtazapine,28
amlodipine,27
warfarin,27
econazole,27
ziprasidone,27
praziquantel,27
modafinil,27
cyclosporine,27
ethinyl estradiol / levonorgestrel,26
carvedilol,26
methylprednisolone,26
penicillin g benzathine,26
lisdexamfetamine,26
rivaroxaban,26
armodafinil,26
fludarabine,26
bleomycin,26
pantoprazole,25
lisinopril,25
promethazine,25
sulfasalazine,25
paromomycin,25
celecoxib,25
chloramphenicol,25
carmustine,25
doxepin,25
etanercept,24
hydroxyurea,24
mebendazole,24
buspirone,24
oxybutynin,24
paclitaxel,24
megestrol,23
enoxaparin,23
meloxicam,23
ampicillin,23
lenvatinib,23
haloperidol,23
betamethasone,23
colchicine,23
alprazolam,23
tolnaftate,23
estradiol,23
cyclobenzaprine,23
ibrutinib,23
chlorpromazine,22
dextroamphetamine,22
adalimumab,22
lovastatin,22
emtricitabine / tenofovir,21
prednisolone,21
epinephrine,21
betamethasone / clotrimazole,21
ceftazidime,21
vinblastine,21
phenytoin,20
nitroglycerin,20
lamivudine,20
tenofovir,20
clopidogrel,20
mometasone,20
fluticasone,20
corticotropin,20
cilastatin / imipenem,20
tramadol,20
gemfibrozil,20
niacin,20
ezetimibe / simvastatin,20
esomeprazole,19
levalbuterol,19
methylphenidate,19
fluocinonide,19
hydroxyzine,19
furosemide,19
immune globulin intravenous,19
asenapine,19
anastrozole,19
etoposide,19
nystatin,19
insulin regular,19
valproic acid,18
isosorbide mononitrate,18
isosorbide dinitrate,18
daunorubicin,18
imatinib,18
prazosin,18
somatropin,18
ondansetron,18
cyproheptadine,18
montelukast,18
vitamin e,18
imiquimod,18
peginterferon alfa-2b,18
cetuximab,18
valacyclovir,18
metformin,18
levetiracetam,17
amlodipine / atorvastatin,17
indomethacin,17
abacavir,17
octreotide,17
enalapril,17
desonide,17
fluocinolone,17
piperacillin / tazobactam,17
leucovorin,17
heparin,17
hydrocortisone / neomycin / polymyxin b,17
nadolol,17
rifampin,17
allopurinol,17
l-methylfolate,17
cimetidine,17
dapsone,17
penicillin v potassium,17
canakinumab,17
sodium bicarbonate,16
rabeprazole,16
tretinoin,16
ivermectin,16
sorafenib,16
flecainide,16
hydroxychloroquine,16
voriconazole,16
darifenacin,16
tamoxifen,16
chlorambucil,16
ezetimibe,16
ethinyl estradiol / norethindrone,15
phenobarbital,15
isotretinoin,15
efavirenz / emtricitabine / tenofovir,15
ritonavir,15
pazopanib,15
cabozantinib,15
benzocaine,15
lenalidomide,15
iohexol,15
acetazolamide,15
amphotericin b lipid complex,15
conjugated estrogens,15
aluminum hydroxide / magnesium hydroxide / simethicone,15
phenylephrine,15
lurasidone,15
idelalisib,15
bismuth subsalicylate,15
cholestyramine,15
fenofibrate,15
vasopressin,14
sucralfate,14
methenamine,14
idarubicin,14
venetoclax,14
sunitinib,14
aldesleukin,14
tacrolimus,14
nitazoxanide,14
pyrantel,14
verapamil,14
etodolac,14
budesonide,14
cefazolin,14
tadalafil,14
ursodiol,14
desvenlafaxine,14
bendamustine,14
citric acid / sodium citrate,13
pamabrom,13
levonorgestrel,13
sulindac,13
trimethoprim,13
midostaurin,13
