sentence,label
Alkylating Agent Cystitis is treated with drug <MASK>,sodium bicarbonate
Alkylating Agent Cystitis is treated with drug <MASK>,citric acid AND sodium citrate
Abdominal Distension is treated with drug <MASK>,bethanechol
Abdominal Distension is treated with drug <MASK>,pamabrom
Abdominal Distension is treated with drug <MASK>,bethanechol
Abdominal Distension is treated with drug <MASK>,pamabrom
Abnormal Uterine Bleeding is treated with drug <MASK>,medroxyprogesterone
Abnormal Uterine Bleeding is treated with drug <MASK>,norethindrone
Abnormal Uterine Bleeding is treated with drug <MASK>,megestrol
Abnormal Uterine Bleeding is treated with drug <MASK>,levonorgestrel
Abnormal Uterine Bleeding is treated with drug <MASK>,ethinyl estradiol AND levonorgestrel
Abnormal Uterine Bleeding is treated with drug <MASK>,ethinyl estradiol AND norgestimate
Abnormal Uterine Bleeding is treated with drug <MASK>,ethinyl estradiol AND norethindrone
Abnormal Uterine Bleeding is treated with drug <MASK>,desogestrel AND ethinyl estradiol
CNS Infection is treated with drug <MASK>,cefotaxime
Seizures  is treated with drug <MASK>,levetiracetam
Seizures  is treated with drug <MASK>,phenobarbital
Seizures  is treated with drug <MASK>,phenytoin
Seizures  is treated with drug <MASK>,diazepam
Seizures  is treated with drug <MASK>,oxcarbazepine
Seizures  is treated with drug <MASK>,zonisamide
Seizures  is treated with drug <MASK>,topiramate
Seizures  is treated with drug <MASK>,valproic acid
Seizures  is treated with drug <MASK>,primidone
Angina is treated with drug <MASK>,aspirin
Angina is treated with drug <MASK>,nitroglycerin
Angina is treated with drug <MASK>,metoprolol
Angina is treated with drug <MASK>,amlodipine
Angina is treated with drug <MASK>,isosorbide mononitrate
Angina is treated with drug <MASK>,isosorbide dinitrate
Angina is treated with drug <MASK>,enoxaparin
Angina is treated with drug <MASK>,ranolazine
Angina is treated with drug <MASK>,atenolol
Angina is treated with drug <MASK>,carvedilol
Angina is treated with drug <MASK>,amlodipine AND atorvastatin
Fecal Incontinence is treated with drug <MASK>,dextranomer AND sodium hyaluronate
Tendonitis is treated with drug <MASK>,meloxicam
Tendonitis is treated with drug <MASK>,naproxen
Tendonitis is treated with drug <MASK>,indomethacin
Tendonitis is treated with drug <MASK>,trolamine salicylate
Tendonitis is treated with drug <MASK>,sulindac
Tendonitis is treated with drug <MASK>,meloxicam
Tendonitis is treated with drug <MASK>,naproxen
Tendonitis is treated with drug <MASK>,indomethacin
Tendonitis is treated with drug <MASK>,trolamine salicylate
